particle_role,head_id,class_label,A_n,A_flow,B_n,B_flow,C_n,C_flow,B_minus_A,B_minus_C,trigger_score,loss_score,anomaly_score,diagnosis
hard_hadron,L2_ch32:64,label_Hqql,25,0.30232455621472953,5,0.32870210035281955,66,0.1799382439914434,0.026377544138090014,0.14876385636137615,0.0,0.0,0.003924025187324682,weak_or_unclear
best_lepton,L1_ch32:48,label_Hqql,0,0.0,0,0.0,2,4.758313046086187,0.0,-4.758313046086187,0.0,0.0,0.0,weak_or_unclear
nearest_hadron_to_best_lepton,L2_ch160:192,label_Tbl,0,0.0,0,0.0,41,1.1336710902374187,0.0,-1.1336710902374187,0.0,0.0,0.0,weak_or_unclear
hardest_hadron,L1_ch80:96,label_Tbl,0,0.0,0,0.0,4,64.82386829762453,0.0,-64.82386829762453,0.0,0.0,0.0,weak_or_unclear
second_lepton,L1_ch32:48,label_Tbl,0,0.0,0,0.0,3,2.849487520535831,0.0,-2.849487520535831,0.0,0.0,0.0,weak_or_unclear
nearest_hadron_to_best_lepton,L2_ch32:64,label_Hqql,0,0.0,0,0.0,8,-0.5840158668887452,0.0,0.5840158668887452,0.0,0.0,0.0,weak_or_unclear
best_lepton,L1_ch32:48,label_Tbl,0,0.0,0,0.0,2,49.231841455861286,0.0,-49.231841455861286,0.0,0.0,0.0,weak_or_unclear
nearest_hadron_to_best_lepton,L2_ch32:64,label_Tbl,0,0.0,0,0.0,8,0.8280736427591595,0.0,-0.8280736427591595,0.0,0.0,0.0,weak_or_unclear
nearest_hadron_to_best_lepton,L2_ch224:256,label_Hqql,0,0.0,0,0.0,6,9.186021123383151,0.0,-9.186021123383151,0.0,0.0,0.0,weak_or_unclear
nearest_hadron_to_best_lepton,L2_ch160:192,label_Hqql,0,0.0,0,0.0,41,-1.7986995996058557,0.0,1.7986995996058557,0.0,0.0,0.0,weak_or_unclear
hardest_hadron,L1_ch80:96,label_Hqql,0,0.0,0,0.0,4,-28.730032441328888,0.0,28.730032441328888,0.0,0.0,0.0,weak_or_unclear
nearest_hadron_to_best_lepton,L2_ch224:256,label_Tbl,0,0.0,0,0.0,6,6.449733759849049,0.0,-6.449733759849049,0.0,0.0,0.0,weak_or_unclear
